rank,status,reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
81,needs_review,gate4:sweep_possible_duplicate,Tahoe Family Adventures,http://tahoefamilyadventures.com/,Tourist Attraction,tourist_attraction,OPERATIONAL,2,4,true,alpine-ski; atv; pwc; snow-tube; snowmobile; wakeboard,atv rental; jet ski rental; ski boat rental; ski rental; sled rental; snowmobile rental,core; experience,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJZRK_PHNlmYARCC9Jif-vstA,,,ChIJZRK_PHNlmYARCC9Jif-vstA,ChIJCdoQFwBfmYARXNSvg1ibWZ4,https://maps.google.com/?cid=11410321935388628060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
82,needs_review,gate4:sweep_possible_duplicate,Heavenly Sports - Gondola Sports,https://www.epicmountainrentals.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,3,true,alpine-ski; gear-shop; snow-tube; snowboard; snowshoe,ski shop; sled rental; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core; experience,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJx83JvkSQmYAR37b1G_O0P5E,,,ChIJx83JvkSQmYAR37b1G_O0P5E,ChIJb-R5QcGRmYARL0o6_l4w_w8,https://maps.google.com/?cid=1152693214180428335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
83,needs_review,gate4:sweep_possible_duplicate,Mogul Mouse,https://www.bobos.com/,Services,service,OPERATIONAL,5,3,true,alpine-ski; backcountry-ski; gear-shop; nordic-ski; snowboard; snowshoe,cross country ski rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; splitboard rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJqyv1rH9AmYARtgff-7iWsyQ,,,ChIJqyv1rH9AmYARtgff-7iWsyQ,ChIJkW3Hrn9AmYARSTxL7AQZDxk,https://maps.google.com/?cid=1805689484533775433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
84,needs_review,gate4:sweep_possible_duplicate,Tahoe Sports Ltd. Kayak & Fish,https://www.tahoesportsltd.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,3.7,3,true,alpine-ski; backpacking; camping; canoe; fishing-gear; gear-shop; kayak; sup; watersports,backpacking gear rental; camping gear rental; canoe rental; fishing bait and tackle shop; kayak rental; outdoor gear rental; paddleboard rental; ski shop; sporting goods store; watersports rental,core; gap,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJb7h4oHaQmYAR3aCog1QfgtE,,,ChIJb7h4oHaQmYAR3aCog1QfgtE,ChIJ96DFVwORmYARXV1Vb5U0MyM,https://maps.google.com/?cid=2536428831562358109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
85,needs_review,gate4:sweep_possible_duplicate,Estelle Sports,https://www.palisadestahoe.com/events-and-activities/shopping/estelle,Store,store,OPERATIONAL,5,2,true,alpine-ski; gear-shop; snowboard,ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJ1dX2qkfXm4ARJXJAHWapnYk,,,ChIJ1dX2qkfXm4ARJXJAHWapnYk,ChIJF7-iSEXXm4ARZ44Y30OtY1A,https://maps.google.com/?cid=5792664052745932391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
86,needs_review,gate4:sweep_possible_duplicate,Tahoe Keys Yacht Charter,http://tahoesports.com/,Tour Agency,tour_agency,OPERATIONAL,5,1,true,powerboat; sailing,boat charter; boat rental; motorboat rental; sailboat rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJCcWhKwmQmYARgCkaufWt1HM,,,ChIJCcWhKwmQmYARgCkaufWt1HM,ChIJCcWhKwmQmYAR7dEZlQkDrWU,https://maps.google.com/?cid=7326515508492751341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
87,needs_review,gate4:verified-slug:clearly-tahoe-bikes,Clearly Tahoe Bikes,https://bikelaketahoe.com/,Services,service,OPERATIONAL,5,1,true,cycling,bike rental; bike shop,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJlfkixIebmYARzsYK3x_HyfI,https://maps.google.com/?cid=17494733167197341390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
88,needs_review,gate4:sweep_possible_duplicate,Donner Summit Rentals,https://www.donnersummitrentals.com/,Services,service,OPERATIONAL,5,1,true,alpine-ski; snow-tube; snowmobile,ski rental; ski shop; sled rental; snowmobile rental,core; experience,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJy1YKLu_nm4ARlxeebeSAsuQ,,,ChIJy1YKLu_nm4ARlxeebeSAsuQ,ChIJ225xDjbom4ARxusGQQfFoKM,https://maps.google.com/?cid=11790640459402374086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
89,needs_review,gate4:sweep_possible_duplicate,CP Sno Motorsports,http://cyclepaths.com/cp-sno,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,1,true,alpine-ski; cycling; gear-shop,bike shop; ski shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJKx4AZMvfm4ARYXTbCQnZlWk,,,ChIJKx4AZMvfm4ARYXTbCQnZlWk,ChIJWaaQMg7fm4ARA_g_GZQNbzw,https://maps.google.com/?cid=4354714294420502531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
90,needs_review,gate4:verified-slug:black-tie-adventure-rentals-north-tahoe,Black Tie Adventure Rentals North Tahoe,https://www.blacktiesummer.com/north-tahoe/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,1,true,atv; cycling; ebike; gear-shop; mtb,atv rental; bike rental; bike shop; downhill bike park rental; ebike rental; mountain bike rental; outdoor equipment rental; outdoor gear rental; sporting goods store,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJJ1bqK9BhmYAR0mLvJWN5JUo,https://maps.google.com/?cid=5342809999690130130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
91,needs_review,gate4:sweep_possible_duplicate,Tahoe WakeBusters,https://www.tahoewakebusters.com/,Services,service,OPERATIONAL,,0,true,canoe; powerboat; wakeboard; watersports,boat charter; boat rental; canoe rental; wakeboard boat rental; watersports rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJC-M6c2mDmYARooZiRflQOuc,,,ChIJC-M6c2mDmYARooZiRflQOuc,ChIJYbSbBcaPmYARtGDEM01RVJ4,https://maps.google.com/?cid=11408833148059148468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
92,needs_review,gate4:sweep_possible_duplicate,Doing It Big Rentals,https://doingitbigrentals.com/,Services,service,OPERATIONAL,,0,true,snow-tube; snowmobile,sled rental; snowmobile rental,core; experience,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJXa0M2O6-2a8RmpGcRKDxZYk,,,ChIJXa0M2O6-2a8RmpGcRKDxZYk,ChIJ1f9UqyK_mYAR0cLcOEFKV2A,https://maps.google.com/?cid=6942098994602230481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
93,needs_review,gate4:verified-slug:tahoe-toys-adventures-llc,Tahoe Toys & Adventures LLC,http://tahoetoysadventures.com/,Services,service,OPERATIONAL,,0,true,alpine-ski; pwc; snow-tube; snowmobile; sup; watersports,jet ski rental; lake toy rental; paddleboard rental; personal watercraft rental; ski rental; sled rental; snowmobile rental; watersports rental; waverunner rental,core; experience,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJDaVqy8ObmYARzHjV519rv7c,https://maps.google.com/?cid=13240419489148139724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
94,needs_review,gate4:sweep_possible_duplicate,DK Boats,https://www.tahoedkboats.com/,Services,service,OPERATIONAL,,0,true,canoe; pontoon; powerboat,boat rental; canoe rental; pontoon rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJUXRv_b2PmYARhMFCa2UdWX4,,,ChIJUXRv_b2PmYARhMFCa2UdWX4,ChIJeZOEri2NPYQRPpJ2pPvf8hg,https://maps.google.com/?cid=1797745473163268670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
95,needs_review,gate4:sweep_possible_duplicate,Tahoe city kayak kiosk,https://tahoecitykayak.com/,Services,service,OPERATIONAL,,0,true,canoe; kayak; sup; watersports,canoe rental; kayak rental; paddleboard rental; watersports rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJzyZuiZl9mYARNyV5iLZ93n4,,,ChIJzyZuiZl9mYARNyV5iLZ93n4,ChIJD1DBxdd9mYARTiybi1OP1OE,https://maps.google.com/?cid=16272788942583704654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
96,needs_review,gate4:verified-slug:bikepath-e-bike-rentals,Bikepath E-Bike Rentals,http://www.pedegoreno.com/,Services,service,OPERATIONAL,,0,true,cycling; dirtbike; ebike; mtb,bike rental; bike shop; ebike rental; motocross bike rental; mountain bike rental,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJLfhCPFg_mYARYH9oMiSQ3_M,https://maps.google.com/?cid=17572922756161896288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
97,needs_review,gate4:verified-slug:tahoeparadiseboatrental,tahoeparadiseboatrental,,Services,service,OPERATIONAL,,0,true,canoe; pontoon; powerboat,boat rental; canoe rental; motorboat rental; pontoon rental,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJgRu3rMQ_mYARkVW9PH_qKV4,https://maps.google.com/?cid=6785212145811150225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
98,needs_review,gate4:sweep_possible_duplicate,Outdoor Cover Warehouse,https://www.outdoorcoverwarehouse.com/Sparks-Nevada?utm_source=google&utm_medium=gmb&utm_campaign=Sparks-Nevada,Sporting Goods Store,sporting_goods_store,OPERATIONAL,,0,true,gear-shop,sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJydURVyVBmYARUqN5xRdZCoM,,,ChIJydURVyVBmYARUqN5xRdZCoM,ChIJJXkhsck_mYARfjSZDGcsD5o,https://maps.google.com/?cid=11101140427596182654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
99,needs_review,gate4:sweep_possible_duplicate,Nor-Cal Charters,http://www.fishingintahoe.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.5,4,true,fishing-charter,fishing charter,gap,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJg2OclY2PmYAR5NI116CXf8k,,,ChIJg2OclY2PmYAR5NI116CXf8k,ChIJ4xATJ2mbmYARxuU2BWKmat0,https://maps.google.com/?cid=15954747569837893062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
100,needs_review,gate4:shared-domain:palisadestahoe.com,Palisades Tahoe,https://www.palisadestahoe.com/,Ski Resort,ski_resort,OPERATIONAL,4.6,6766,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,duplicate,"Website domain already exists, but name/location did not corroborate a duplicate.",,,,ChIJPSaP8OzZm4ARDxeFl_CIvjA,https://maps.google.com/?cid=3512395326311175951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
101,needs_review,gate4:shared-domain:northstarcalifornia.com,Northstar California Resort,https://www.northstarcalifornia.com/,Ski Resort,ski_resort,OPERATIONAL,4.5,6257,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,duplicate,"Website domain already exists, but name/location did not corroborate a duplicate.",,,,ChIJG_MAHWlimYARQhbFNZ29CPE,https://maps.google.com/?cid=17368340445863941698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
102,needs_review,gate4:sweep_possible_duplicate,Kirkwood Mountain Resort,https://www.kirkwood.com/,Ski Resort,ski_resort,OPERATIONAL,4.6,3477,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJmc7yP03xmYARjfw0zAijR7g,,,ChIJmc7yP03xmYARjfw0zAijR7g,ChIJyw_jRk3xmYARn-W118rvXYs,https://maps.google.com/?cid=10042446398587528607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
103,needs_review,gate4:verified-slug:lake-tahoe-diving-environmental-llc,Lake Tahoe Diving & Environmental LLC,https://www.laketahoedivingenvironmentalllc.com/,,,OPERATIONAL,,0,false,scuba,scuba diving,experience,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJx9_Js8CbmYARYODaATHHCtI,https://maps.google.com/?cid=15135128511030419552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
