rank,status,reason,manual_review_label,pre_manual_review_reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
100,survivor,cleared_gates_0-5,,,High Sierra Power Sports,https://highsierrapowersports.com/,Store,store,OPERATIONAL,4.9,82,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJOVc3YABHmYAREI58Kk_-iqE,https://maps.google.com/?cid=11640395802861145616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
101,survivor,cleared_gates_0-5,,,Truckee Rents,http://www.truckeerents.com/,Services,service,OPERATIONAL,4.4,80,true,gear-shop,outdoor equipment rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJVdd41bnfm4ARPek0pGcBuHw,https://maps.google.com/?cid=8986934601066015037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
102,survivor,cleared_gates_0-5,,,On Tahoe Time,http://ontahoetime.com/,Gift Shop,gift_shop,OPERATIONAL,4.6,79,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJWRQo6XaQmYARVvIfFDUp3LY,https://maps.google.com/?cid=13176451917726872150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
103,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Donner Lake E Bikes,,Services,service,OPERATIONAL,5,7,true,cycling; ebike,bike rental; ebike rental,core,service-area,service_area_unknown_location,,operator,,No website field.,,,ChIJ-0E9UJrhm4AReRY7fH4VbfE,https://maps.google.com/?cid=17396584568596403833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
104,survivor,cleared_gates_0-5,,,Sierra Wake Surf,http://sierrawakesurf.com/,Services,service,OPERATIONAL,5,7,true,canoe; pontoon; powerboat,boat rental; canoe rental; pontoon rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJGYSqOG6_ra4RftVNJXeN1tg,https://maps.google.com/?cid=15624831500074997118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
105,survivor,cleared_gates_0-5,,,Golf NV,http://www.golfnvreno.com/?y_source=1_NjQyMTg0MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.9,78,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJM-sCatkVmYARt85WX0sffoQ,https://maps.google.com/?cid=9547102668654562999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
106,survivor,cleared_gates_0-5,,,Sun Valley Regional Park,https://www.washoecounty.gov/parks/parks/park_directory_pages/north_region/sun_valley_regional_park.php,Park,park,OPERATIONAL,4.6,78,true,mtb,downhill bike park rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJG3AoBAE4mYAR80aPNjK7UUM,https://maps.google.com/?cid=4850864097992853235&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
107,survivor,cleared_gates_0-5,,,Legacy Sports International,https://www.legacysports.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,3,75,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJj-ULs7g_mYARcO8ZS2EJWq4,https://maps.google.com/?cid=12563364423979888496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
108,survivor,cleared_gates_0-5,,,Soccer City,https://soccercityteam.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,3.2,74,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJK4xcp5BAmYAREBaU9zUWJZs,https://maps.google.com/?cid=11179366071059879440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
109,survivor,cleared_gates_0-5,,,Satori Dancewear,http://www.satoridancewear.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.8,71,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJI1BVgLdAmYARw_8Ybrs2rqw,https://maps.google.com/?cid=12442942999105175491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
110,survivor,cleared_gates_0-5,,,Bike Habitat,http://bikehabitat.com/,Bicycle Shop,bicycle_store,OPERATIONAL,4.5,69,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJieyd0sShmYARg1nVtxz28_c,https://maps.google.com/?cid=17866894749912619395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
111,survivor,cleared_gates_0-5,,,Alpenthrow,http://alpenthrow.com/,Services,service,OPERATIONAL,5,6,true,camping,tent rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJj_bJFLEYzQ4RibgHgB0sDms,https://maps.google.com/?cid=7714151716945901705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
112,survivor,cleared_gates_0-5,,,SuperPawn,https://www.firstcash.com/,Services,service,OPERATIONAL,3,66,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: domain brand appears on the page.,domain_brand_match,,ChIJuQx3sGNHmYARHGu8qqYIWEA,https://maps.google.com/?cid=4636465328299993884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
113,survivor,cleared_gates_0-5,,,Tahoe Gear Exchange,http://tahoegearexchange.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10809489412462484824,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.8,61,true,alpine-ski; backpacking; camping; climbing; cycling; gear-shop; snowboard,backpacking gear rental; bike shop; camping gear rental; climbing gear rental; ski shop; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ50KOrF-PmYARNY2CwzLFuOU,https://maps.google.com/?cid=16553197252219407669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
114,survivor,cleared_gates_0-5,,,Early 90's Coffee,https://early90scoffee.com/,Dog Cafe,dog_cafe,OPERATIONAL,4.6,61,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJgfZGl0mRmYARkjSFLyB9uqo,https://maps.google.com/?cid=12302282909305615506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
115,survivor,cleared_gates_0-5,,,Shirt Off My Back,http://shirtoffmyback.com/,Clothing Store,clothing_store,OPERATIONAL,4.4,60,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJw3Ij6XaQmYARGv97ABLy2wY,https://maps.google.com/?cid=494254743258660634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
116,survivor,cleared_gates_0-5,,,High Desert Camping Co,http://www.highdesertcampingco.com/,Suppliers,supplier,OPERATIONAL,5,5,true,camping,tent rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJ1dbOXoPtIwkREbHp3ePV79I,https://maps.google.com/?cid=15199602442056085777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
117,survivor,cleared_gates_0-5,,,"Tahoe Powersports, Inc.",http://www.tahoepowersports.com/,Services,service,OPERATIONAL,4.2,5,true,canoe; pontoon; powerboat; pwc,boat rental; canoe rental; jet ski rental; pontoon rental; waverunner rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJo2vZT3R5mYARR7Z5_Zdcwms,https://maps.google.com/?cid=7764870515402585671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
118,survivor,cleared_gates_0-5,,,The Wedge at South Valleys Disc Golf Course,https://udisc.com/courses/the-wedge-80bC,Athletic Field,athletic_field,OPERATIONAL,4.4,58,true,disc-golf,disc golf rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJoYYfU5cUmYAR2OrJNgktkYo,https://maps.google.com/?cid=9984811366454258392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
119,survivor,cleared_gates_0-5,,,Custom Boat & Marine,http://www.customboat.com/,Suppliers,supplier,OPERATIONAL,4.5,57,true,pontoon; powerboat,boat rental; pontoon rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJtSJwIEcVmYAR0Ai9tyOvjuk,https://maps.google.com/?cid=16829581425471457488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
120,survivor,cleared_gates_0-5,,,Sierra Boat Company,https://sierraboat.com/,Marina,marina,OPERATIONAL,4.7,54,true,canoe; pontoon; powerboat; sailing,boat charter; boat rental; canoe rental; pontoon rental; sailboat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJK6qqqk1jmYARl6SlxzB9nSM,https://maps.google.com/?cid=2566345011132474519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
121,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_live_site,Black Tie Ski & Bike Rental Delivery of South Tahoe,https://www.blacktiebikes.com/south-tahoe/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=black-tie-ski-rental-south-tahoe&utm_content=south-tahoe,Services,service,OPERATIONAL,4.9,53,true,alpine-ski; backcountry-ski; canoe; cycling; gear-shop; kayak; snowboard,backcountry ski rental; bike rental; bike shop; canoe rental; kayak rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,,HTTP 404,,,ChIJv5Tn-32amYARy09fERwNttU,https://maps.google.com/?cid=15399510390041694155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
122,survivor,cleared_gates_0-5,,,Nor-Cal Charters,http://www.fishingintahoe.com/,Fishing Charter,fishing_charter,OPERATIONAL,5,52,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJg2OclY2PmYAR5NI116CXf8k,https://maps.google.com/?cid=14519490440726958820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
123,survivor,cleared_gates_0-5,,,Victory Bowling Services LLC,https://victorybowlingservices.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,50,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJoSCfNYk_mYARf9Q6PFUHmVM,https://maps.google.com/?cid=6023854039248852095&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
124,survivor,cleared_gates_0-5,,,Huntnhouse Archery Center,http://www.huntnhouse.com/,Sports Activity Location,sports_activity_location,OPERATIONAL,4.9,50,true,archery; gear-shop,archery pro shop; archery range; sporting goods store,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ7afDCtE_mYARa43wgDEc1EA,https://maps.google.com/?cid=4671389712432270699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
125,survivor,cleared_gates_0-5,,,Talents Athletic Center,http://talentsathleticcenter.com/,Sports Complex,sports_complex,OPERATIONAL,4.2,49,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJk1C7K8IKmYAR8LizZU5aSmE,https://maps.google.com/?cid=7010515062715824368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
126,survivor,cleared_gates_0-5,,,Shade Shifters,http://theshadeshifters.com/,Services,service,OPERATIONAL,5,4,true,camping,tent rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJ--_x6_eRmYARuqjmhGwCQp0,https://maps.google.com/?cid=11331622277527021754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
127,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_live_site,Tahoe Pontoon Charters,http://tahoepontooncharters.com/,Tour Agency,tour_agency,OPERATIONAL,5,4,true,pontoon; powerboat,boat rental; pontoon rental,core,service-area,service_area_unknown_location,,operator,,HTTP 404,,,ChIJ786_B8l3tIkRHNv3pBik6y4,https://maps.google.com/?cid=3380976371025566492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
128,survivor,cleared_gates_0-5,,,Primetime Fishing and Charters,https://primetimelaketahoe.com/,Services,service,OPERATIONAL,5,4,true,canoe; pontoon; powerboat,boat rental; canoe rental; pontoon rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJa3VCc7MaGQ4R4PhgbpKIDOI,https://maps.google.com/?cid=16288544114790693088&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
129,survivor,cleared_gates_0-5,,,"11 Eleven Tactical USA, LLC",https://shop.11eleventacticalusa.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.8,47,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJoT09E7Q5mYARlJTJcnE5-DY,https://maps.google.com/?cid=3960979031692252308&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
130,survivor,cleared_gates_0-5,,,Homewood High & Dry Marina,https://www.homewoodmarina.net/,Marina,marina,OPERATIONAL,4.7,47,true,alpine-ski; canoe; pontoon; powerboat; pwc; wakeboard,boat rental; canoe rental; jet ski rental; personal watercraft rental; pontoon rental; ski boat rental; ski rental; ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJHVBEJX7Vm4ARgxnBF0Loy9I,https://maps.google.com/?cid=15189489538801146243&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
131,survivor,cleared_gates_0-5,,,Dragon Spring,http://www.dragonspringreno.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.9,46,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ9Z_krJdAmYARAiI7L6yFAf0,https://maps.google.com/?cid=18230999741145752066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
132,survivor,cleared_gates_0-5,,,L.A.G. Tactical Inc,http://www.lagtactical.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.5,46,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJpyMc-NRGmYARcJjhQAJrL-I,https://maps.google.com/?cid=16298363233899747440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
133,survivor,cleared_gates_0-5,,,North Tahoe Marina,http://www.northtahoemarina.com/,Marina,marina,OPERATIONAL,4.6,45,true,pontoon; powerboat; sailing,boat charter; boat rental; pontoon rental; sailboat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJC4WqdspkmYARjmkilsXLjts,https://maps.google.com/?cid=15820806590486964622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
134,survivor,cleared_gates_0-5,,,Current Fly Fishing,https://www.currentflyfishing.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.9,44,true,fishing-charter; fly-fishing; outfitter,fishing charter; fly fishing outfitter; guide service outfitter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJIQPZm4ZHmYAR1cpCgw_mjW0,https://maps.google.com/?cid=7894218676151438037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
135,survivor,cleared_gates_0-5,,,Nevada Spas & Billiards,https://nvspas.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Store,store,OPERATIONAL,4.6,44,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJzQaIBT8VmYARN38F8ZrErmA,https://maps.google.com/?cid=6966721843336412983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
136,survivor,cleared_gates_0-5,,,Kirkwood General Store,https://www.kirkwood.com/explore-the-resort/during-your-stay/general-store.aspx,General Store,general_store,OPERATIONAL,4.2,41,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJmc7yP03xmYARjfw0zAijR7g,https://maps.google.com/?cid=13278761284506287245&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
137,survivor,cleared_gates_0-5,,,GBrakes,http://www.gbrakes.com/,Auto Parts Store,auto_parts_store,OPERATIONAL,4.1,41,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ5-ebE6ZO6IARlahxThFkjrA,https://maps.google.com/?cid=12722216022861523093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
138,survivor,cleared_gates_0-5,,,Kirkwood Ski Summer Resort,https://www.kirkwood.com/,Resort hotel,resort_hotel,OPERATIONAL,4.7,39,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ3cwzCAb0mYARwLrhHkeigtQ,https://maps.google.com/?cid=15312980109357595328&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
139,survivor,cleared_gates_0-5,,,Silver and Blue Outfitters,http://www.silverandblueoutfitters.com/,Clothing Store,clothing_store,OPERATIONAL,4.2,39,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJp8qpqvY_mYARR05jFE_BOGY,https://maps.google.com/?cid=7365849735953075783&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
140,survivor,cleared_gates_0-5,,,Snap Set Studios,https://www.snapsetstudios.com/,Services,service,OPERATIONAL,5,3,true,camping,tent rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJz3HajlqvCkQRjX-Qwm_52Ao,https://maps.google.com/?cid=781648793749716877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
141,survivor,cleared_gates_0-5,,,Hope Valley Sno-Park,https://ohv.parks.ca.gov/?page_id=23053,Parking Lot,parking_lot,OPERATIONAL,4.9,37,true,snowmobile,snowmobile rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJMUL3Lg7tmYARJzN9pwJCink,https://maps.google.com/?cid=8757885004542718759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
142,survivor,cleared_gates_0-5,,,Lee Joseph Inc. Swim Pool & Spa Supply,http://www.leejosephpools.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.5,37,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ3b0hArtAmYAROuFhYcUjIJg,https://maps.google.com/?cid=10961800823669121338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
143,survivor,cleared_gates_0-5,,,Scotty's Sportfishing,https://scottyssportfishingllc.com/,Fishing Charter,fishing_charter,OPERATIONAL,5,35,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ2bzs4B9LymoR99arC6jqe2s,https://maps.google.com/?cid=7745041991664916215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
144,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Fallen Leaf Lake Association,,Association / Organization,association_or_organization,OPERATIONAL,4.6,35,true,kayak,kayak rental,core,standard,covered_tile,0,operator,,No website field.,,,ChIJrZ0a2NKOmYAR1Uv4br5voss,https://maps.google.com/?cid=14673413399622732757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
145,survivor,cleared_gates_0-5,,,Lake Tahoe Fishing Trips and Pyramid Lake Fishing Trips,https://www.laketahoefishingtrips.com/,Fishing Charter,fishing_charter,OPERATIONAL,5,34,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJD0ev0i9lmYARGPj28bfNzw8,https://maps.google.com/?cid=1139355420670228504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
146,survivor,cleared_gates_0-5,,,Long Ride Shields,https://longrideshields.com/,Auto Parts Store,auto_parts_store,OPERATIONAL,3.8,32,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ2TBGYxY_mYARcF9WLyI9jhQ,https://maps.google.com/?cid=1481188544483843952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
147,survivor,cleared_gates_0-5,,,Alpine Power Equipment,https://alpinepowerequip.com/,Services,service,OPERATIONAL,4.6,31,true,gear-shop,outdoor equipment rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJTVSD7gJ9mYARDENg9bm9QZ0,https://maps.google.com/?cid=11331546743824204556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
148,survivor,cleared_gates_0-5,,,Captain Chris' Fishing Charters,http://www.tahoefishingcharters.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.9,30,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJg0OaHHV9mYARB86oFpI-82Y,https://maps.google.com/?cid=7418341808375647751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
149,survivor,cleared_gates_0-5,,,Nevada Home Fitness,http://nevadahomefitness.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.7,30,true,cycling; gear-shop,bike shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJa0YAwPk_mYARqgM5APMeVvo,https://maps.google.com/?cid=18038639386508723114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
150,survivor,cleared_gates_0-5,,,Bikes Etc,http://misfitsports.com/,Bicycle Shop,bicycle_store,OPERATIONAL,4.8,29,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator phone number appears on the page.,phone_match,,ChIJJarksiY_mYARCe1jFh-igpU,https://maps.google.com/?cid=10773351513026981129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
